Label;boot;user;type;zulu is gps;zulu hour;zulu min;zulu sec;date valid;zulu day;zulu mo;zulu year;nav port;sel course;cdi;vor from;vor to;gsi;brg 1 port;brg 2 port;brg 1;brg 2;dtw/dme;type;oil pres;man pres;oil temp;fuel pres;volts;amps;rpm;fuel flow;type;gals rem;fuel lvl 1;fuel lvl 2;ems gp 1;ems gp 2;ems gp 3;gp t-couple;contact 1;contact 2;contact 3;contact 4;contact 5;contact 6;type;egt 1;egt 2;egt 3;egt 4;egt 5;egt 6;cht 1;cht 2;cht 3;cht 4;type;cht 5;cht 6;hobbs;tach;hs34 gp 1;hs34 gp 2;hs34 gp 3;type;pitch;roll;heading;turn rate;airspeed;altitude;vert spd;gz;aoa %;oat;type
2363;0;0;0;0;12;34;10;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;12,0625;77;5,625;14;22,0625;1023;5,125;3;23,875;0;0;-45,75;904,125;-900;2030;1;1;0;0;0;0;4;954;950;1023;1008;2030;2029;210;207;211;214;5;1406;1408;8,3125;4,5;0;0;0;6;-1,125;-0,625;48,375;-0,125;0;369;-20;1;100;-46;7
2369;0;0;0;0;12;34;15;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;11,4375;77;5,625;14;22,75;1027;5,125;3;23,875;0;0;-45,4375;902,1875;-897,5625;2030;1;1;0;0;0;0;4;955;950;1024;1008;2030;2029;215;212;217;221;5;1406;1408;8,3125;4,5;0;0;0;6;-1,25;-0,625;48,375;-0,125;0;369;-2;1;100;-45;7
2375;0;0;0;0;12;34;20;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;11,375;77;5,625;14,0625;22,25;1038;5,0625;3;23,875;0;0;-45,5625;903,25;-907,4375;2030;1;1;0;0;0;0;4;957;950;1024;1011;2030;2029;220;217;222;226;5;1406;1408;8,3125;4,5;0;0;0;6;-1;-0,5;48,25;-0,125;0;369;17;1;100;-46;7
2381;0;0;0;0;12;34;25;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;11,25;77;5,625;14,0625;21,1875;1024;5,125;3;23,875;0;0;-45,8125;905,0625;-896,5625;2031;1;1;0;0;0;0;4;958;951;1025;1013;2031;2030;225;222;228;231;5;1406;1408;8,3125;4,5;0;0;0;6;-0,875;-0,625;48,25;-0,125;0;369;-11;1;100;-46;7
2387;0;0;0;0;12;34;30;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;11,25;77;5,625;14,0625;20,3125;1027;5,125;3;23,875;0;0;-45,75;903,375;-891,1875;2031;1;1;0;0;0;0;4;959;951;1026;1014;2031;2030;230;227;233;237;5;1406;1408;8,3125;4,5;0;0;0;6;-1;-0,5;48,25;-0,125;0;369;12;1;100;-46;7
2393;0;0;0;0;12;34;35;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;12,25;77;5,625;14,0625;18,0625;1025;4,875;3;23,8125;0;0;-45,5;903,4375;-881,625;2031;1;1;0;0;0;0;4;961;953;1026;1015;2031;2030;234;231;238;242;5;1406;1408;8,3125;4,5;0;0;0;6;-1;-0,75;48,5;-0,125;0;369;-7;1;100;-45;7
2399;0;0;0;0;12;34;40;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;12,125;78;5,625;14,125;17,8125;1029;5;3;23,8125;0;0;-45,5625;901,8125;-880,6875;2031;1;1;0;0;0;0;4;962;953;1027;1017;2031;2030;239;235;243;248;5;1406;1408;8,3125;4,5;0;0;0;6;-1;-0,75;48,125;-0,125;0;369;23;1;100;-46;7
2406;0;0;0;0;12;34;41;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;12;78;5,625;14,0625;14,875;1028;5;3;23,8125;0;0;-45,5625;902,0625;-882,9375;2031;1;1;0;0;0;0;4;963;954;1028;1017;2032;2030;239;236;244;248;5;1406;1408;8,3125;4,5;0;0;0;6;-1;-0,625;48,25;-0,125;0;369;-13;1;100;-46;7
2413;0;0;0;0;12;34;42;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;61;11,625;77;5,625;14,125;15,5;1031;4,875;3;23,8125;0;0;-45,875;904,125;-881,6875;2031;1;1;0;0;0;0;4;963;954;1028;1017;2032;2030;240;237;245;249;5;1406;1408;8,3125;4,5;0;0;0;6;-0,875;-0,625;48,375;-0,125;0;369;9;1;100;-46;7
2419;0;0;0;0;12;34;47;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;61;11,9375;77;5,625;14,125;16,1875;1032;4,9375;3;23,8125;0;0;-45,5625;902,9375;-879,25;2032;1;1;0;0;0;0;4;966;956;1031;1018;2032;2031;245;241;250;254;5;1407;1408;8,3125;4,5;0;0;0;6;-0,75;-0,5;48,5;-0,125;0;369;2;1;100;-46;7
2426;0;0;0;0;12;34;48;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;12,125;78;5,625;14,0625;15,5625;1030;5;3;23,8125;0;0;-45,4375;902;-876,875;2032;1;1;0;0;0;0;4;967;956;1031;1018;2032;2031;246;242;251;256;5;1407;1408;8,3125;4,5;0;0;0;6;-0,875;-0,625;48,25;-0,125;0;369;10;1;100;-45;7
2432;0;0;0;0;12;34;53;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;11,75;78;5,625;14,125;12;1031;5,625;3;23,8125;0;0;-45,8125;903,6875;-886,125;2032;1;1;0;0;0;0;4;969;957;1032;1020;2032;2031;250;246;256;260;5;1407;1408;8,3125;4,5;0;0;0;6;-0,875;-0,5;48,375;-0,125;0;369;2;1;100;-46;7
2438;0;0;0;0;12;34;58;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;11,8125;78;5,625;14,125;13,0625;1032;5,375;3;23,8125;0;0;-45,625;902,5;-871,6875;2032;1;1;0;0;0;0;4;966;954;1024;1015;2032;2031;254;250;261;265;5;1407;1408;8,3125;4,5;0;0;0;6;-0,875;-0,625;48,375;-0,125;0;369;3;1;100;-46;7
2444;0;0;0;0;12;35;3;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;12,0625;79;5,625;14,125;13,625;1044;5,25;3;23,8125;0;0;-45,5;902,25;-867;2033;1;1;0;0;0;0;4;961;949;1019;1011;2033;2032;258;253;265;270;5;1407;1408;8,3125;4,5;0;0;0;6;-1;-0,5;48,5;-0,125;0;369;-6;1;100;-45;7
2450;0;0;0;0;12;35;8;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;11,3125;79;5,625;14,125;13,8125;1037;4,5;3;23,8125;0;0;-45,6875;902,8125;-864,1875;2033;1;1;0;0;0;0;4;961;949;1021;1014;2033;2032;261;257;270;274;5;1407;1408;8,3125;4,625;0;0;0;6;-0,875;-0,375;48,375;-0,25;0;369;2;1;100;-46;7
2456;0;0;0;0;12;35;13;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;12;80;5,625;14,125;10,6875;1037;5,25;3;23,8125;0;0;-45,75;904,0625;-857,3125;2033;1;1;0;0;0;0;4;967;956;1026;1019;2033;2032;266;260;274;279;5;1407;1408;8,3125;4,625;0;0;0;6;-1;-0,375;48,625;-0,125;0;369;23;1;100;-46;7
2462;0;0;0;0;12;35;18;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;11,5;80;5,625;14,125;10,625;1031;4,9375;3;23,8125;0;0;-45,5;903,75;-856,3125;2033;1;1;0;0;0;0;4;967;957;1026;1019;2034;2032;269;264;278;283;5;1407;1408;8,375;4,625;0;0;0;6;-1;-0,5;48,5;-0,125;0;369;-21;1;100;-46;7
2468;0;0;0;0;12;35;23;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;12,125;79;5,625;14,125;10,625;1026;4,5625;3;23,75;0;0;-45,625;902,5625;-858,25;2034;1;1;0;0;0;0;4;970;960;1028;1022;2034;2033;273;268;283;287;5;1407;1408;8,375;4,625;0;0;0;6;-1;-0,5;48,75;-0,125;0;369;34;1;100;-46;7
2474;0;0;0;0;12;35;28;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;11,625;79;5,625;14,125;9,5;1036;4,5625;3;23,75;0;0;-45,6875;903,0625;-868,1875;2034;1;1;0;0;0;0;4;975;965;1033;1025;2034;2033;277;271;287;291;5;1407;1408;8,375;4,625;0;0;0;6;-1;-0,5;48,25;-0,125;0;369;30;1;100;-46;7
2480;0;0;0;0;12;35;33;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;11,625;80;5,625;14,1875;9,375;1035;4,5;3;23,75;0;0;-45,625;903,4375;-871,875;2034;1;1;0;0;0;0;4;979;969;1036;1027;2034;2033;280;275;291;295;5;1407;1408;8,375;4,625;0;0;0;6;-1;-0,625;48,5;-0,125;0;369;-26;1;100;-46;7
2486;0;0;0;0;12;35;38;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;12,3125;80;5,625;14,1875;8,9375;1033;4,3125;3;23,75;0;0;-45,4375;901,875;-858,6875;2034;1;1;0;0;0;0;4;981;970;1038;1028;2034;2033;284;278;295;299;5;1407;1408;8,375;4,625;0;0;0;6;-1;-0,625;48,625;-0,125;0;369;-17;1;100;-45;7
2492;0;0;0;0;12;35;43;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;11,3125;80;5,625;14,1875;9,75;1043;4,25;3;23,75;0;0;-45,4375;903,1875;-875,75;2034;1;1;0;0;0;0;4;983;972;1042;1030;2035;2033;287;281;299;303;5;1407;1408;8,375;4,625;0;0;0;6;-1,125;-0,75;48,75;-0,125;0;369;1;1;100;-45;7
2498;0;0;0;0;12;35;48;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;11,75;81;5,625;14,1875;7;1041;4,8125;3;23,75;0;0;-45,6875;903,75;-862,4375;2035;1;1;0;0;0;0;4;983;975;1044;1032;2035;2034;291;285;303;307;5;1407;1408;8,375;4,625;0;0;0;6;-1,125;-0,625;48,375;-0,25;0;369;-5;1;100;-46;7
2504;0;0;0;0;12;35;53;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;12,25;81;5,625;14,1875;6,875;1032;5;3;23,75;0;0;-45,8125;904,9375;-867,0625;2035;1;1;0;0;0;0;4;983;976;1045;1032;2035;2034;295;288;307;311;5;1408;1408;8,375;4,625;0;0;0;6;-1,125;-0,5;48,5;-0,125;0;369;14;1;100;-46;7
2510;0;0;0;0;12;35;58;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;11,75;81;5,625;14,1875;5,5;1040;5,125;3;23,75;0;0;-45,9375;905,625;-862,9375;2035;1;1;0;0;0;0;4;984;978;1045;1033;2036;2034;299;291;311;314;5;1408;1408;8,375;4,625;0;0;0;6;-1;-0,625;48,75;-0,25;0;369;-24;1;100;-46;7
2516;0;0;0;0;12;36;3;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;11,5;82;5,625;14,1875;5;1040;5,4375;3;23,75;0;0;-46;907;-861,625;2036;1;1;0;0;0;0;4;985;979;1045;1033;2036;2035;302;294;315;318;5;1408;1408;8,375;4,625;0;0;0;6;-1;-0,625;48,75;-0,125;0;369;-26;1;100;-46;7
2522;0;0;0;0;12;36;8;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;12;82;5,625;14,1875;8,3125;1035;5,6875;3;23,6875;0;0;-45,375;901,6875;-866,125;2036;1;1;0;0;0;0;4;987;982;1048;1034;2036;2035;305;297;319;322;5;1408;1408;8,375;4,625;0;0;0;6;-1,25;-0,625;48,75;-0,125;0;369;-14;1;100;-45;7
2528;0;0;0;0;12;36;13;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;11,6875;82;5,625;14,25;7,8125;1040;5,6875;3;23,6875;0;0;-45,5;902,3125;-874,25;2036;1;1;0;0;0;0;4;989;984;1050;1035;2034;2035;308;300;323;325;5;1408;1408;8,375;4,625;0;0;0;6;-1,125;-0,5;48,5;-0,125;0;369;-12;1;100;-45;7
2534;0;0;0;0;12;36;18;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;12,0625;83;5,625;14,25;6,75;1028;6;3;23,6875;0;0;-45,5625;903,0625;-872,125;2036;1;1;0;0;0;0;4;992;984;1051;1035;2000;2035;311;304;327;328;5;1406;1408;8,375;4,625;0;0;0;6;-1,125;-0,625;48,375;-0,125;0;369;15;1;100;-46;7
2540;0;0;0;0;12;36;23;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;11,6875;83;5,625;14,3125;7,625;1038;5,9375;3;23,6875;0;0;-45,875;906,375;-858,375;2036;1;1;0;0;0;0;4;994;986;1052;1035;1966;2035;314;306;330;332;5;1396;1408;8,375;4,625;0;0;0;6;-1;-0,5;48,5;-0,125;0;369;-6;1;100;-46;7
2546;0;0;0;0;12;36;28;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;12;83;5,625;14,3125;7,625;1037;5,9375;3;23,6875;0;0;-45,5625;901,875;-874,5625;2012;1;1;0;0;0;0;4;997;987;1054;1035;1933;2035;316;310;334;335;5;1385;1408;8,375;4,625;0;0;0;6;-1;-0,5;48,625;-0,125;0;369;4;1;100;-46;7
2552;0;0;0;0;12;36;33;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;11,6875;84;5,625;14,375;6,875;1042;5,9375;3;23,6875;0;0;-45,375;901,8125;-863,625;1977;1;1;0;0;0;0;4;999;990;1056;1035;1902;2036;319;312;337;339;5;1374;1408;8,375;4,625;0;0;0;6;-0,875;-0,625;48,625;-0,125;0;369;18;1;100;-45;7
2558;0;0;0;0;12;36;38;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;11,75;85;5,625;14,25;5,0625;1040;6,0625;3;23,6875;0;0;-45,875;904,25;-867;1944;1;1;0;0;0;0;4;1001;991;1058;1035;1871;2036;322;315;341;342;5;1362;1408;8,375;4,625;0;0;0;6;-0,875;-0,625;48,625;-0,125;0;369;-5;1;100;-46;7
2564;0;0;0;0;12;36;43;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;58;12,5625;85;5,625;14,5625;10,125;1035;5,9375;3;23,6875;0;0;-45,5625;903,0625;-873,875;1913;1;1;0;0;0;0;4;1005;992;1058;1036;1840;2036;324;318;344;345;5;1350;1408;8,375;4,625;0;0;0;6;-1;-0,5;48,875;-0,125;0;369;1;1;100;-46;7
2571;0;0;0;0;12;36;48;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;11,9375;85;5,625;14,375;1,875;1041;5,875;3;23,625;0;0;-45,5;903,625;-866,875;1879;1;1;0;0;0;0;4;1007;995;1063;1037;1811;2036;327;320;347;348;5;1337;1408;8,375;4,625;0;0;0;6;-1,125;-0,5;48,625;-0,125;0;369;0;1;100;-45;7
2577;0;0;0;0;12;36;53;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;11,75;86;5,625;14,375;5,625;1052;5,875;3;23,625;0;0;-45,4375;902,0625;-867,0625;1848;1;1;0;0;0;0;4;1009;996;1064;1039;1782;2037;329;323;350;351;5;1324;1408;8,375;4,625;0;0;0;6;-1,125;-0,75;48,625;-0,25;0;369;-6;1;100;-45;7
2583;0;0;0;0;12;36;58;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;12,375;85;5,625;14,375;3,9375;1053;5,8125;3;23,625;0;0;-45,5;901,625;-868,625;1818;1;1;0;0;0;0;4;1010;997;1065;1039;1754;2037;332;325;354;354;5;1311;1408;8,375;4,625;0;0;0;6;-1,25;-0,625;48,75;-0,125;0;369;-1;1;100;-46;7
2589;0;0;0;0;12;37;3;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;58;12,5;86;5,625;14,3125;3,0625;1040;6;3;23,625;0;0;-45,75;904;-872,0625;1788;1;1;0;0;0;0;4;1011;998;1067;1039;1727;2037;334;328;356;357;5;1297;1408;8,375;4,625;0;0;0;6;-1,125;-0,625;48,875;-0,125;0;369;16;1;100;-46;7
2595;0;0;0;0;12;37;8;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;57;12,125;86;5,625;14,3125;4,375;1043;6;3;23,625;0;0;-45,6875;903,75;-875,875;1759;1;1;0;0;0;0;4;1013;1001;1069;1041;1700;2037;336;330;359;359;5;1283;1408;8,375;4,625;0;0;0;6;-1,25;-0,625;48,75;-0,125;0;369;-17;1;100;-46;7
2601;0;0;0;0;12;37;13;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;57;12,125;87;5,625;14,3125;4,25;1044;6,25;3;23,625;0;0;-45,875;904,125;-873,125;1731;1;1;0;0;0;0;4;1016;1002;1072;1042;1673;2037;338;333;362;362;5;1269;1408;8,375;4,625;0;0;0;6;-1,125;-0,75;48,625;-0,25;0;369;49;1;100;-46;7
2607;0;0;0;0;12;37;18;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;57;11,9375;87;5,625;14,25;4,6875;1041;6,3125;3;23,625;0;0;-45,875;903,9375;-885,5;1704;1;1;0;0;0;0;4;1018;1005;1074;1043;1648;2038;340;335;365;365;5;1255;1408;8,375;4,625;0;0;0;6;-1,125;-0,625;48,5;-0,125;0;369;-11;1;100;-46;7
2613;0;0;0;0;12;37;23;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;57;12,0625;88;5,625;14,25;5,375;1038;5,5;3;23,5625;0;0;-45,6875;904,75;-871,125;1677;1;1;0;0;0;0;4;1019;1007;1074;1043;1623;2038;343;337;367;367;5;1241;1408;8,375;4,625;0;0;0;6;-1;-0,75;48,625;-0,125;0;369;1;1;100;-46;7
2619;0;0;0;0;12;37;28;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;57;11,75;88;5,625;14,3125;4,5;1045;5,75;3;23,5625;0;0;-45,75;904,375;-882,75;1652;1;1;0;0;0;0;4;1022;1009;1074;1043;1599;2038;345;340;370;370;5;1227;1408;8,375;4,625;0;0;0;6;-1;-0,875;48,875;-0,125;0;369;10;1;100;-46;7
2625;0;0;0;0;12;37;33;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;57;12,375;88;5,625;14,4375;6,125;1039;6,125;3;23,5625;0;0;-45,625;903,5625;-876;1627;1;1;0;0;0;0;4;1023;1011;1073;1045;1575;2038;347;342;372;373;5;1212;1408;8,375;4,625;0;0;0;6;-1,125;-0,875;46,625;-0,125;0;369;10;1;100;-46;7
2631;0;0;0;0;12;37;38;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;57;12,625;89;5,625;14,4375;6,9375;1033;6,0625;3;23,5625;0;0;-45,75;904;-884,25;1604;1;1;0;0;0;0;4;1024;1015;1074;1047;1552;2033;349;344;375;375;5;1198;1408;8,375;4,625;0;0;0;6;-1,125;-0,75;44,875;-0,125;0;369;15;1;100;-46;7
2637;0;0;0;0;12;37;43;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;57;12,3125;90;5,625;14,375;6;1041;6,0625;3;23,5625;0;0;-45,375;902,6875;-885,8125;1578;1;1;0;0;0;0;4;1024;1017;1077;1047;1529;2005;351;346;378;377;5;1183;1408;8,375;4,625;0;0;0;6;-1,125;-0,75;48,5;-0,125;0;369;-32;1;100;-45;7
2643;0;0;0;0;12;37;48;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;11,875;90;5,625;14,25;1,5;1152;6,6875;3;23,5625;0;0;-45,8125;904,75;-891,625;1553;1;1;0;0;0;0;4;1045;1042;1103;1068;1506;1977;353;349;380;380;5;1169;1408;8,375;4,625;0;0;0;6;0,375;-0,5;65,875;4,875;0;369;-14;1;100;-46;7
2649;0;0;0;0;12;37;53;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;12,75;90;5,625;14,25;3,4375;1137;5,875;3;23,5625;0;0;-45,4375;901,9375;-898,9375;1530;1;1;0;0;0;0;4;1066;1063;1125;1087;1485;1948;355;351;383;383;5;1154;1408;8,375;4,625;0;0;0;6;0,375;-0,25;81,75;1,625;0;369;-6;1;100;-45;7
2655;0;0;0;0;12;37;58;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;12,25;92;5,625;14,3125;5,0625;1133;5,8125;3;23,5625;0;0;-45,625;903,25;-903,0625;1507;1;1;0;0;0;0;4;1073;1070;1134;1096;1463;1921;357;354;386;385;5;1140;1408;8,375;4,625;0;0;0;6;0,5;0,625;91,875;-1,25;19,25;369;6;1;100;-46;7
2661;0;0;0;0;12;38;3;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;58;12,0625;92;5,625;14,375;4,5625;1059;5,8125;3;23,5;0;0;-45,625;902,5625;-905,875;1485;1;1;0;0;0;0;4;1077;1075;1137;1100;1442;1895;360;357;388;387;5;1126;1408;8,375;4,625;0;0;0;6;1,625;-0,125;88,25;0,625;19,5;369;3;1;100;-46;7
2667;0;0;0;0;12;38;8;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;58;12,1875;92;5,625;14,4375;3,625;1056;6;3;23,5;0;0;-46,0625;906,625;-894,875;1463;1;1;0;0;0;0;4;1063;1060;1122;1088;1422;1869;361;358;391;390;5;1111;1408;8,375;4,625;0;0;0;6;0,25;0,375;93,125;0,5;20;369;-17;1;100;-46;7
2673;0;0;0;0;12;38;13;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;56;11,4375;93;5,625;14,5;7,9375;994;5,9375;3;23,5;0;0;-45,4375;901,875;-913,625;1442;1;1;0;0;0;0;4;1048;1046;1104;1074;1402;1843;363;360;393;392;5;1097;1408;8,375;4,625;0;0;0;6;0,25;-0,125;86,375;-1,875;19,75;369;3;1;100;-45;7
2679;0;0;0;0;12;38;18;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;56;11,8125;94;5,625;14,5;5,375;984;5,8125;3;23,5;0;0;-45,3125;901,25;-927,4375;1421;1;1;0;0;0;0;4;1040;1040;1095;1066;1382;1818;365;361;395;393;5;1083;1408;8,375;4,625;0;0;0;6;-0,625;-1,5;56,625;-5,625;19,25;369;24;1;100;-45;7
2685;0;0;0;0;12;38;23;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;55;11,0625;94;5,625;14,3125;1,25;991;5,5625;3;23,5;0;0;-45,8125;903,625;-937;1401;1;1;0;0;0;0;4;1034;1036;1087;1060;1363;1794;366;363;397;394;5;1070;1408;8,375;4,625;0;0;0;6;-1;-1,375;56,125;2,5;20,25;369;-30;1;100;-46;7
2691;0;0;0;0;12;38;28;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;56;11,25;94;5,625;14,3125;2,9375;991;5,3125;3;23,5;0;0;-45,6875;903,8125;-935,625;1382;1;1;0;0;0;0;4;1031;1032;1080;1056;1344;1770;368;364;398;396;5;1056;1408;8,375;4,625;0;0;0;6;-0,5;-0,5;91,875;7,5;19,75;369;-2;1;100;-46;7
2697;0;0;0;0;12;38;33;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;56;11,3125;95;5,625;14,3125;3,8125;994;5,0625;3;23,5;0;0;-45,9375;904,4375;-941,375;1363;1;1;0;0;0;0;4;1030;1031;1078;1055;1326;1746;369;365;400;397;5;1043;1408;8,375;4,625;0;0;0;6;-0,375;1,75;132,75;7,25;18,75;369;11;1;100;-46;7
2703;0;0;0;0;12;38;38;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;14,4375;96;5,625;14,375;6,375;1263;6,875;3;23,4375;0;0;-45,375;901,5625;-923,5625;1344;1;1;0;0;0;0;4;1062;1069;1116;1085;1308;1723;371;367;402;398;5;1029;1408;8,375;4,625;0;0;0;6;-0,125;1,375;141;0,375;19,5;369;-25;1;100;-45;7
2709;0;0;0;0;12;38;43;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;13,125;96;5,625;14,375;3,8125;1161;6,75;3;23,4375;0;0;-45,875;905,3125;-898,5625;1325;1;1;0;0;0;0;4;1079;1088;1136;1105;1290;1700;374;371;405;401;5;1016;1408;8,375;4,625;0;0;0;6;0,875;1,5;142;-0,625;19,5;369;16;1;100;-46;7
2715;0;0;0;0;12;38;48;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;56;11,625;97;5,625;14,4375;6,9375;1003;6;3;23,4375;0;0;-45,6875;903,8125;-924,625;1309;1;1;0;0;0;0;4;1067;1071;1118;1096;1272;1678;376;372;407;403;5;1002;1408;8,375;4,625;0;0;0;6;0,375;0,375;141,625;-0,375;20,25;369;14;1;100;-46;7
2721;0;0;0;0;12;38;53;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;56;12,125;97;5,625;14,3125;2,8125;1010;5,6875;3;23,4375;0;0;-45,375;901,6875;-927,125;1289;1;1;0;0;0;0;4;1052;1054;1107;1081;1255;1656;377;373;409;404;5;990;1408;8,375;4,625;0;0;0;6;0;0,25;142,5;0,25;20,5;369;11;1;100;-45;7
2727;0;0;0;0;12;38;58;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;56;10,8125;98;5,625;14,25;4,1875;1009;5,5625;3;23,4375;0;0;-45,75;905,625;-941,4375;1272;1;1;0;0;0;0;4;1043;1046;1096;1072;1238;1634;379;375;410;405;5;977;1408;8,375;4,625;0;0;0;6;0,25;0,625;142,5;-0,125;21,25;369;7;1;100;-46;7
2733;0;0;0;0;12;39;3;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;55;10,4375;99;5,625;14,3125;4,625;954;5,5;3;23,4375;0;0;-45,8125;905,6875;-951,125;1255;1;1;0;0;0;0;4;1030;1035;1081;1062;1222;1613;380;376;412;406;5;964;1408;8,4375;4,625;0;0;0;6;0;-0,125;142,375;-0,125;21,25;369;34;1;100;-46;7
2739;0;0;0;0;12;39;8;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;54;11,75;100;5,625;14,3125;6;944;5,375;3;23,4375;0;0;-45,8125;903,8125;-951,5;1238;1;1;0;0;0;0;4;1016;1019;1064;1050;1206;1592;381;376;413;407;5;952;1408;8,4375;4,625;0;0;0;6;-0,25;0,125;141,375;-0,25;21,5;369;3;1;100;-46;7
2745;0;0;0;0;12;39;13;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;54;11;100;5,625;14,3125;6,3125;944;5,3125;3;23,4375;0;0;-45,6875;903,75;-963,8125;1222;1;1;0;0;0;0;4;1007;1010;1053;1041;1190;1572;382;378;414;408;5;939;1408;8,4375;4,625;0;0;0;6;-0,375;1,5;143,125;0,25;21,5;370;14;1;100;-46;7
2751;0;0;0;0;12;39;18;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;54;10,5625;101;5,625;14,375;6,6875;950;5,3125;3;23,375;0;0;-45,5;901,9375;-957,5;1207;1;1;0;0;0;0;4;1001;1004;1045;1035;1175;1551;383;379;415;409;5;927;1408;8,4375;4,625;0;0;0;6;-0,375;0,625;142,125;-0,625;21,25;372;28;1;100;-45;7
2757;0;0;0;0;12;39;23;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;54;11,0625;103;5,625;14,375;5,5625;953;5,3125;3;23,375;0;0;-45,5;902,3125;-967,0625;1191;1;1;0;0;0;0;4;998;1000;1040;1031;1160;1532;384;380;416;409;5;915;1408;8,4375;4,625;0;0;0;6;0,125;0,375;141,25;-0,375;20,75;371;-5;1;100;-45;7
2763;0;0;0;0;12;39;28;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;53;11,1875;102;5,625;14,4375;6,5;880;4,875;3;23,375;0;0;-45,8125;904,5625;-969,4375;1176;1;1;0;0;0;0;4;982;984;1022;1017;1145;1513;385;381;417;410;5;904;1408;8,4375;4,625;0;0;0;6;-0,5;0,25;143;0,5;21;372;-5;1;100;-46;7
