Label;boot;user;type;zulu is gps;zulu hour;zulu min;zulu sec;date valid;zulu day;zulu mo;zulu year;nav port;sel course;cdi;vor from;vor to;gsi;brg 1 port;brg 2 port;brg 1;brg 2;dtw/dme;type.1;oil pres;man pres;oil temp;fuel pres;volts;amps;rpm;fuel flow;type.2;gals rem;fuel lvl 1;fuel lvl 2;ems gp 1;ems gp 2;ems gp 3;gp t-couple;contact 1;contact 2;contact 3;contact 4;contact 5;contact 6;type.3;egt 1;egt 2;egt 3;egt 4;egt 5;egt 6;cht 1;cht 2;cht 3;cht 4;type.4;cht 5;cht 6;hobbs;tach;hs34 gp 1;hs34 gp 2;hs34 gp 3;type.5;pitch;roll;heading;turn rate;airspeed;altitude;vert spd;gz;aoa %;oat;type.6
4327;0;0;0;0;13;0;29;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;227;5,625;0;0,625;0;0;3;21,1875;0;0;-45,5;902,25;1497,8125;374;1;1;0;0;0;0;4;322;350;324;364;545;306;381;383;421;421;5;1294;1416;8,6875;4,6875;0;0;0;6;-0,25;-1;48,375;0;22;392;-23;1;100;-45;7
4333;0;0;0;0;13;0;34;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;227;5,625;0;1,375;0;0;3;21,1875;0;0;-45,375;902,4375;1490,5;375;1;1;0;0;0;0;4;319;347;320;360;550;308;380;383;420;420;5;1290;1416;8,6875;4,6875;0;0;0;6;-0,125;-1,125;48,5;-0,125;21,75;392;3;1;100;-45;7
4340;0;0;0;0;13;0;36;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;227;5,625;0;-5,75;0;0;3;21,1875;0;0;-45,8125;906;1488,625;375;1;1;0;0;0;0;4;318;345;318;359;552;308;380;383;420;420;5;1289;1416;8,6875;4,6875;0;0;0;6;0;-1,125;48,375;-0,125;21,5;392;-31;1;100;-46;7
4346;0;0;0;0;13;0;41;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;227;5,625;0;-4;0;0;3;21,1875;0;0;-45,8125;904,875;1481,3125;376;1;1;0;0;0;0;4;314;342;314;355;558;310;379;382;419;419;5;1284;1416;8,6875;4,6875;0;0;0;6;0,25;-1,125;48,375;-0,125;21,25;392;-21;1;100;-46;7
4353;0;0;0;0;13;0;42;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;227;5,625;0;-2,875;0;0;3;21,1875;0;0;-45,5625;902,8125;1479,625;376;1;1;0;0;0;0;4;314;341;313;355;559;310;379;382;419;419;5;1283;1416;8,6875;4,6875;0;0;0;6;0,25;-1,25;48,375;-0,125;20,5;392;-7;1;100;-46;7
4360;0;0;0;0;13;0;44;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;227;5,625;0;-3,9375;0;0;3;21,1875;0;0;-45,5625;903,875;1477,125;377;1;1;0;0;0;0;4;312;340;312;353;560;311;379;381;419;419;5;1280;1416;8,6875;4,6875;0;0;0;6;-0,25;-1,25;48,375;-0,125;21,5;392;-33;1;100;-46;7
4367;0;0;0;0;13;0;49;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;227;5,625;0;-2,6875;0;0;3;21,1875;0;0;-45,5625;902,625;1469,8125;378;1;1;0;0;0;0;4;309;337;308;350;566;312;378;381;418;418;5;1275;1416;8,6875;4,6875;0;0;0;6;0,375;-1,125;48,375;-0,125;20,75;392;9;1;100;-46;7
4374;0;0;0;0;13;0;50;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;227;5,625;0;-3,625;0;0;3;21,1875;0;0;-45,75;904,9375;1469,125;378;1;1;0;0;0;0;4;309;336;307;350;567;313;378;381;418;418;5;1273;1416;8,6875;4,6875;0;0;0;6;0,25;-1,25;48,25;-0,25;20,5;392;26;1;100;-46;7
4381;0;0;0;0;13;0;55;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;227;5,625;0;-1,1875;0;0;3;21,1875;0;0;-45,375;903,625;1461,1875;379;1;1;0;0;0;0;4;305;333;304;346;571;314;377;380;417;417;5;1267;1416;8,6875;4,6875;0;0;0;6;0,125;-1,125;48,5;0;20,5;392;13;1;100;-45;7
4387;0;0;0;0;13;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;226;5,625;0;-0,6875;0;0;3;21,1875;0;0;-45,5625;904;1454;380;1;1;0;0;0;0;4;302;330;300;343;575;316;377;380;416;417;5;1261;1416;8,6875;4,6875;0;0;0;6;0,25;-1,375;48,375;-0,125;19,75;392;-4;1;100;-46;7
4394;0;0;0;0;13;1;3;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;226;5,625;0;-4;0;0;3;21,1875;0;0;-45,5;902,5625;1450,25;380;1;1;0;0;0;0;4;301;328;298;341;578;317;376;379;416;416;5;1257;1416;8,6875;4,6875;0;0;0;6;-0,125;-1,25;48,5;-0,125;20,25;392;-17;1;100;-46;7
4400;0;0;0;0;13;1;8;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;226;5,625;0;-3,375;0;0;3;21,1875;0;0;-45,5;902,1875;1442,8125;381;1;1;0;0;0;0;4;298;325;295;338;581;318;376;379;415;416;5;1249;1416;8,6875;4,6875;0;0;0;6;-0,25;-1,25;48,375;-0,125;20,25;392;-1;1;100;-45;7
4407;0;0;0;0;13;1;13;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;226;5,625;0;-2,6875;0;0;3;21,1875;0;0;-45,4375;903,25;1435,4375;382;1;1;0;0;0;0;4;295;323;292;335;585;320;375;378;414;415;5;1241;1416;8,6875;4,6875;0;0;0;6;0,25;-1,125;48,5;-0,125;20;392;-28;1;100;-45;7
4413;0;0;0;0;13;1;18;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;226;5,625;0;-1,75;0;0;3;21,1875;0;0;-45,5;902,4375;1429,4375;382;1;1;0;0;0;0;4;293;320;290;332;588;321;374;378;414;415;5;1233;1416;8,6875;4,6875;0;0;0;6;0,125;-1,125;48,5;-0,125;19,75;392;19;1;100;-45;7
4420;0;0;0;0;13;1;22;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;226;5,625;0;-3,0625;0;0;3;21,1875;0;0;-45,375;903,625;1424,5625;383;1;1;0;0;0;0;4;290;318;288;330;591;323;374;377;413;414;5;1227;1416;8,6875;4,6875;0;0;0;6;-0,25;-1,375;48,375;-0,125;20,5;392;-14;1;100;-45;7
4427;0;0;0;0;13;1;27;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;225;5,625;0;-1,25;0;0;3;21,1875;0;0;-45,4375;902,875;1417,375;384;1;1;0;0;0;0;4;288;315;285;327;593;324;374;377;413;414;5;1218;1416;8,6875;4,6875;0;0;0;6;0,125;-1,25;48,25;-0,125;20,25;392;-5;1;100;-45;7
4433;0;0;0;0;13;1;32;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;225;5,625;0;2,3125;0;0;3;21,1875;0;0;-45,6875;904,8125;1411,6875;385;1;1;0;0;0;0;4;286;313;283;324;596;326;373;376;412;413;5;1209;1416;8,6875;4,6875;0;0;0;6;0;-1,125;48,125;-0,375;20,75;392;-11;1;100;-46;7
4439;0;0;0;0;13;1;37;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;225;5,625;0;-1,3125;0;0;3;21,1875;0;0;-45,5625;902,625;1405,125;385;1;1;0;0;0;0;4;283;310;281;322;598;327;373;376;411;413;5;1200;1416;8,6875;4,6875;0;0;0;6;0,75;-1,125;53,375;4,625;21,25;392;1;1;100;-46;7
4445;0;0;0;0;13;1;42;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;225;5,625;0;-1,0625;0;0;3;21,1875;0;0;-45,4375;902,0625;1400,0625;386;1;1;0;0;0;0;4;281;307;279;319;600;329;372;375;411;412;5;1191;1416;8,6875;4,6875;0;0;0;6;-0,5;2,875;111,125;11,5;20,75;392;11;1;100;-45;7
4451;0;0;0;0;13;1;47;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;225;5,625;0;-2;0;0;3;21,1875;0;0;-45,5;902,3125;1395,25;387;1;1;0;0;0;0;4;278;305;276;317;602;330;371;375;410;411;5;1181;1416;8,6875;4,6875;0;0;0;6;-1,125;3,75;140,625;2,375;20,5;392;-28;1;100;-45;7
4458;0;0;0;0;13;1;48;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;225;5,625;0;-5,6875;0;0;3;21,1875;0;0;-45,375;903,875;1392,875;387;1;1;0;0;0;0;4;278;305;276;317;603;331;371;375;410;411;5;1180;1416;8,6875;4,6875;0;0;0;6;-0,25;3,75;140,875;0,875;20,25;392;-4;1;100;-45;7
4465;0;0;0;0;13;1;53;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;225;5,625;0;2,125;0;0;3;21,1875;0;0;-45,5;902,5;1383,0625;388;1;1;0;0;0;0;4;276;302;274;314;604;332;371;374;409;411;5;1170;1416;8,6875;4,6875;0;0;0;6;0,375;2,25;137,75;-2,25;20,5;392;-32;1;100;-46;7
4471;0;0;0;0;13;1;58;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,4375;225;5,625;0;1,25;0;0;3;21,1875;0;0;-45,75;904,3125;1381;388;1;1;0;0;0;0;4;274;299;272;311;606;333;370;373;409;410;5;1160;1416;8,6875;4,6875;0;0;0;6;-1,75;1,75;141,25;1,125;21;392;-8;1;100;-46;7
