Label;boot;user;type;zulu is gps;zulu hour;zulu min;zulu sec;date valid;zulu day;zulu mo;zulu year;nav port;sel course;cdi;vor from;vor to;gsi;brg 1 port;brg 2 port;brg 1;brg 2;dtw/dme;type.1;oil pres;man pres;oil temp;fuel pres;volts;amps;rpm;fuel flow;type.2;gals rem;fuel lvl 1;fuel lvl 2;ems gp 1;ems gp 2;ems gp 3;gp t-couple;contact 1;contact 2;contact 3;contact 4;contact 5;contact 6;type.3;egt 1;egt 2;egt 3;egt 4;egt 5;egt 6;cht 1;cht 2;cht 3;cht 4;type.4;cht 5;cht 6;hobbs;tach;hs34 gp 1;hs34 gp 2;hs34 gp 3;type.5;pitch;roll;heading;turn rate;airspeed;altitude;vert spd;gz;aoa %;oat;type.6
172;0;0;0;0;14;37;25;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;30,0625;75;5,625;12,875;-3,875;0;0;3;25,6875;0;0;-45,5625;902,8125;-1512,625;2036;1;1;0;0;0;0;4;78;79;78;78;2036;2035;75;75;75;75;5;1409;1410;7,875;4,3125;0;0;0;6;-0,625;0;49,125;0;0;368;1;1;100;-46;7
179;0;0;0;0;14;37;29;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;29,5625;75;5,625;10,5625;-6,4375;0;1,5625;3;25,6875;0;0;-45,5625;902,875;-1517,4375;2036;1;1;0;0;0;0;4;78;79;78;78;2036;2035;75;75;75;75;5;1409;1410;7,875;4,3125;0;0;0;6;-0,875;-0,125;49;0,125;0;368;27;1;100;-46;7
186;0;0;0;0;14;37;34;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;12;29,9375;75;5,625;11,75;-5,125;0;11,5625;3;25,6875;0;0;-45,6875;902,625;-1521,25;2036;1;1;0;0;0;0;4;76;78;77;76;2037;2035;75;75;75;75;5;1409;1410;7,875;4,3125;0;0;0;6;-0,875;-0,375;48,875;0;0;369;10;1;100;-46;7
193;0;0;0;0;14;37;37;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;16;30,0625;75;5,625;12,75;-2,9375;0;10,125;3;25,6875;0;0;-45,6875;902,8125;-1516,25;2036;1;1;0;0;0;0;4;76;78;77;76;2037;2035;75;75;75;75;5;1409;1410;7,875;4,3125;0;0;0;6;-0,75;-0,125;49;0;0;368;-6;1;100;-46;7
200;0;0;0;0;14;37;41;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;17;29,875;75;5,625;11,125;-3,1875;0;5,8125;3;25,625;0;0;-45,625;902,3125;-1514,0625;2037;1;1;0;0;0;0;4;76;78;77;76;2037;2036;75;75;75;75;5;1409;1410;7,875;4,3125;0;0;0;6;-0,75;-0,125;48,875;0;0;368;11;1;100;-46;7
207;0;0;0;0;14;37;42;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;19;29,625;75;5,625;10,5625;-4,4375;0;5,5625;3;25,625;0;0;-45,4375;902,0625;-1520,3125;2037;1;1;0;0;0;0;4;76;78;77;76;2037;2036;75;75;75;75;5;1409;1410;7,875;4,3125;0;0;0;6;-0,75;-0,125;48,75;0;0;369;18;1;100;-45;7
214;0;0;0;0;14;37;47;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;39;29,9375;75;5,625;11,625;-5,25;0;6,5625;3;25,625;0;0;-45,4375;903,375;-1523,9375;2037;1;1;0;0;0;0;4;74;77;76;75;2037;2036;75;75;75;75;5;1409;1410;7,875;4,3125;0;0;0;6;-0,625;-0,25;48,75;0;0;368;-17;1;100;-45;7
220;0;0;0;0;14;37;52;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;39;30,0625;75;5,625;12,6875;-4,5625;0;4,8125;3;25,625;0;0;-45,625;902,3125;-1520,1875;2037;1;1;0;0;0;0;4;74;77;76;74;2038;2036;75;75;75;75;5;1409;1410;7,875;4,3125;0;0;0;6;-0,625;-0,125;49;0;0;369;-7;1;100;-46;7
226;0;0;0;0;14;37;57;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;36;30,0625;75;5,625;12,8125;-3,8125;0;0;3;25,625;0;0;-45,625;902,5;-1518,875;2038;1;1;0;0;0;0;4;74;77;76;74;2038;2037;75;75;75;75;5;1409;1410;7,875;4,3125;0;0;0;6;-0,75;-0,125;48,875;0;0;369;13;1;100;-46;7
232;0;0;0;0;14;38;2;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;32;30,0625;75;5,625;12,875;-3,3125;0;0;3;25,625;0;0;-45,6875;902,6875;-1518,75;2038;1;1;0;0;0;0;4;74;77;76;74;2038;2037;75;75;75;75;5;1409;1410;7,875;4,3125;0;0;0;6;-0,75;-0,125;48,875;-0,125;0;369;16;1;100;-46;7
238;0;0;0;0;14;38;7;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;30;30,0625;75;5,625;12,875;-3,875;0;0;3;25,625;0;0;-45,625;902,5625;-1518,8125;2038;1;1;0;0;0;0;4;74;77;76;74;2038;2037;75;75;75;75;5;1409;1410;7,875;4,3125;0;0;0;6;-0,75;-0,125;48,875;0;0;368;-9;1;100;-46;7
244;0;0;0;0;14;38;12;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;28;30,0625;75;5,625;12,9375;-3,3125;0;0;3;25,625;0;0;-45,6875;902,8125;-1518,6875;2038;1;1;0;0;0;0;4;74;77;76;74;2039;2037;75;75;75;75;5;1409;1410;7,875;4,3125;0;0;0;6;-0,5;0;48,75;0;0;369;1;1;100;-46;7
250;0;0;0;0;14;38;17;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;26;30,0625;75;5,625;12,9375;-3,125;0;0;3;25,625;0;0;-45,6875;902,6875;-1520;2039;1;1;0;0;0;0;4;74;77;76;74;2039;2038;75;75;75;75;5;1409;1410;7,875;4,3125;0;0;0;6;-0,75;0;48,875;0;0;368;-8;1;100;-46;7
257;0;0;0;0;14;38;20;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;28;29,375;75;5,625;10,6875;-4,5;0;1,8125;3;25,625;0;0;-45,5;902,5;-1525;2039;1;1;0;0;0;0;4;74;77;76;74;2039;2038;75;75;75;75;5;1409;1410;7,875;4,3125;0;0;0;6;-0,75;-0,125;48,625;0;0;368;-5;1;100;-46;7
264;0;0;0;0;14;38;25;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;40;29,3125;75;5,625;10,375;-4,8125;0;6,6875;3;25,625;0;0;-45,4375;902,1875;-1532,4375;2039;1;1;0;0;0;0;4;74;76;76;74;2039;2038;75;75;75;75;5;1409;1410;7,875;4,3125;0;0;0;6;-0,625;-0,5;48,375;0;0;368;-33;1;100;-45;7
271;0;0;0;0;14;38;28;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;41;29,9375;75;5,625;12;-3,625;0;9,3125;3;25,625;0;0;-45,5625;902,8125;-1530,9375;2039;1;1;0;0;0;0;4;74;76;76;74;2039;2038;75;75;75;75;5;1409;1410;7,875;4,3125;0;0;0;6;-0,625;-0,375;48,625;0;0;369;14;1;100;-46;7
278;0;0;0;0;14;38;31;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;40;29,3125;75;5,625;10,5625;-4,9375;0;7,625;3;25,625;0;0;-45,6875;904,0625;-1526;2039;1;1;0;0;0;0;4;74;76;75;74;2039;2038;75;76;75;75;5;1409;1410;7,875;4,3125;0;0;0;6;-0,625;-0,375;48,75;0;0;368;18;1;100;-46;7
285;0;0;0;0;14;38;36;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;41;29,6875;75;5,625;11,3125;-4,5;0;8,375;3;25,625;0;0;-45,6875;902,625;-1504,125;2040;1;1;0;0;0;0;4;73;75;75;73;2040;2039;76;76;75;76;5;1409;1410;7,875;4,3125;0;0;0;6;-0,75;-0,5;48,625;0;0;368;26;1;100;-46;7
292;0;0;0;0;14;38;37;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;41;30,125;74;5,625;7,0625;-4,3125;0;6,5625;3;25,625;0;0;-45,5;902,5;-1492;2040;1;1;0;0;0;0;4;73;74;75;73;2040;2039;76;76;75;76;5;1409;1410;7,875;4,3125;0;0;0;6;-0,625;-0,375;48,625;0;0;369;13;1;100;-46;7
299;0;0;0;0;14;38;39;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;40;30,25;74;5,625;0,4375;-1,125;0;0;3;25,625;0;0;-45,5;902,5625;-1500,5;2040;1;1;0;0;0;0;4;73;74;75;73;2040;2039;76;76;75;76;5;1409;1410;7,875;4,3125;0;0;0;6;-0,75;-0,375;48,375;0;0;368;10;1;100;-46;7
305;0;0;0;0;14;38;44;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;38;30,25;74;5,625;0;0,125;0;0;3;25,625;0;0;-45,5;901,75;-1504,5;2040;1;1;0;0;0;0;4;73;74;75;73;2040;2039;76;76;75;76;5;1409;1410;7,875;4,3125;0;0;0;6;-0,75;-0,25;48,125;-0,125;0;368;28;1;100;-46;7
311;0;0;0;0;14;38;49;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;35;30,25;74;5,625;0;-0,1875;0;0;3;25,625;0;0;-45,875;904,0625;-1502,875;2040;1;1;0;0;0;0;4;73;74;75;73;2040;2039;76;76;75;76;5;1409;1410;7,875;4,3125;0;0;0;6;-0,75;-0,25;48,125;0;0;368;-7;1;100;-46;7
317;0;0;0;0;14;38;54;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;33;30,3125;74;5,625;0;-1,5;0;0;3;25,625;0;0;-45,75;903,375;-1503,75;2040;1;1;0;0;0;0;4;73;74;75;73;2040;2039;76;76;75;76;5;1409;1410;7,875;4,3125;0;0;0;6;-0,625;-0,125;48,5;0;0;368;30;1;100;-46;7
323;0;0;0;0;14;38;59;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;30;30,25;74;5,625;0;-0,1875;0;0;3;25,625;0;0;-45,4375;902,3125;-1504,8125;2040;1;1;0;0;0;0;4;73;74;75;73;2040;2039;76;76;75;76;5;1410;1410;7,875;4,3125;0;0;0;6;-0,625;-0,125;48,125;-0,125;0;368;16;1;100;-45;7
330;0;0;0;0;14;39;4;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;29;30,125;75;5,625;7,875;-1,625;0;0;3;25,625;0;0;-45,625;903,0625;-1519,75;2040;1;1;0;0;0;0;4;73;74;75;73;2040;2039;76;76;75;76;5;1410;1410;7,875;4,3125;0;0;0;6;-0,5;0;48,25;0;0;369;-8;1;100;-46;7
337;0;0;0;0;14;39;5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;28;30,0625;74;5,625;11,75;-2,5625;0;0;3;25,625;0;0;-45,8125;903,625;-1520,1875;2041;1;1;0;0;0;0;4;73;74;75;73;2040;2039;76;76;75;76;5;1410;1410;7,875;4,3125;0;0;0;6;-0,625;0;48,625;0;0;368;-9;1;100;-46;7
344;0;0;0;0;14;39;9;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;26;30,25;74;5,625;3,875;-1,125;0;0;3;25,625;0;0;-45,5625;902,875;-1502,8125;2041;1;1;0;0;0;0;4;73;74;75;73;2041;2040;76;76;76;76;5;1410;1410;7,875;4,3125;0;0;0;6;-0,625;-0,125;48,625;0;0;368;43;1;100;-46;7
351;0;0;0;0;14;39;10;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;26;30,25;74;5,625;2,5;-0,0625;0;0;3;25,625;0;0;-45,6875;904,25;-1519,8125;2041;1;1;0;0;0;0;4;73;74;75;73;2041;2040;76;76;76;76;5;1410;1410;7,875;4,3125;0;0;0;6;-0,625;-0,125;48,5;0;0;368;35;1;100;-46;7
358;0;0;0;0;14;39;14;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;25;30,0625;75;5,625;12,875;-2,875;0;0;3;25,625;0;0;-45,6875;902,875;-1521,125;2041;1;1;0;0;0;0;4;74;75;75;74;2041;2040;76;76;76;76;5;1410;1410;7,875;4,3125;0;0;0;6;-0,5;-0,375;48,75;0;0;368;9;1;100;-46;7
365;0;0;0;0;14;39;15;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;24;30,0625;75;5,625;12,9375;-3,0625;0;0;3;25,625;0;0;-45,6875;904;-1522,4375;2041;1;1;0;0;0;0;4;74;75;75;74;2041;2040;76;76;76;76;5;1410;1410;7,9375;4,3125;0;0;0;6;-0,5;-0,375;48,75;-0,125;0;368;23;1;100;-46;7
371;0;0;0;0;14;39;20;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;23;30,0625;75;5,625;12,9375;-4;0;0;3;25,625;0;0;-45,5625;902,6875;-1523,625;2042;1;1;0;0;0;0;4;74;75;75;74;2042;2040;76;76;76;76;5;1410;1410;7,9375;4,3125;0;0;0;6;-0,5;-0,25;48,875;0;0;368;6;1;100;-46;7
377;0;0;0;0;14;39;25;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;22;30,0625;75;5,625;12,875;-4,125;0;0;3;25,625;0;0;-45,5625;903,9375;-1522,4375;2042;1;1;0;0;0;0;4;74;75;76;74;2042;2041;76;76;76;76;5;1410;1410;7,9375;4,3125;0;0;0;6;-0,625;-0,125;49;0;0;369;14;1;100;-46;7
383;0;0;0;0;14;39;30;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;65;18,3125;76;5,625;12,1875;-6,3125;1718;9,5;3;25,5625;0;0;-45,4375;901,9375;-1262,75;2042;1;1;0;0;0;0;4;326;324;349;305;2042;2041;77;77;77;77;5;1410;1410;7,9375;4,3125;0;0;0;6;-0,75;-0,75;56,5;5,25;0;369;46;1;100;-45;7
389;0;0;0;0;14;39;35;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;66;12,125;76;5,625;12,8125;-5,625;1142;6,9375;3;25,5625;0;0;-45,5;903,625;-1257,625;2043;1;1;0;0;0;0;4;620;626;669;584;2043;2041;83;84;83;84;5;1410;1410;7,9375;4,3125;0;0;0;6;-0,75;-1;45,75;-0,25;0;369;-22;1;100;-46;7
396;0;0;0;0;14;39;38;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;66;12,5625;75;5,625;13,75;23,0625;1136;6;3;25,5625;0;0;-45,8125;905;-1263,0625;2043;1;1;0;0;0;0;4;694;701;745;662;2033;2042;86;88;86;87;5;1410;1410;7,9375;4,3125;0;0;0;6;-1;-0,875;45,5;-0,125;0;369;19;1;100;-46;7
402;0;0;0;0;14;39;43;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;65;12,1875;75;5,625;14;37;1131;5,375;3;25,5625;0;0;-45,625;902,5;-1218,5;2043;1;1;0;0;0;0;4;775;784;829;752;1999;2042;93;94;92;93;5;1401;1410;7,9375;4,3125;0;0;0;6;-1,125;-0,875;45;0;0;368;-1;1;100;-46;7
408;0;0;0;0;14;39;48;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;66;12,1875;75;5,625;14;34,375;1141;5,1875;3;25,5625;0;0;-45,25;900,625;-1174,3125;2017;1;1;0;0;0;0;4;825;839;884;809;1966;2042;99;101;99;99;5;1390;1410;7,9375;4,3125;0;0;0;6;-1,125;-0,75;44,625;0;0;368;-12;1;100;-45;7
414;0;0;0;0;14;39;53;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;66;12,375;76;5,625;14,0625;37;1140;5,0625;3;25,5625;0;0;-45,6875;902,8125;-1163,375;1982;1;1;0;0;0;0;4;862;877;925;852;1934;2042;106;108;105;107;5;1378;1410;7,9375;4,3125;0;0;0;6;-1,25;-0,75;44,625;-0,125;0;369;0;1;100;-46;7
420;0;0;0;0;14;39;58;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;66;12;76;5,625;14,0625;37,1875;1152;5,0625;3;25,5625;0;0;-45,625;902,875;-1134;1948;1;1;0;0;0;0;4;885;900;953;883;1902;2042;113;114;112;113;5;1365;1410;7,9375;4,3125;0;0;0;6;-1,125;-0,875;44,625;-0,125;0;368;14;1;100;-46;7
426;0;0;0;0;14;40;3;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;67;13,0625;76;5,625;14;33,75;1147;5;3;25,5625;0;0;-45,5625;902,0625;-1113,6875;1914;1;1;0;0;0;0;4;903;916;973;908;1872;2042;120;122;118;120;5;1352;1410;7,9375;4,3125;0;0;0;6;-1,25;-0,875;44,75;-0,125;0;368;8;1;100;-46;7
432;0;0;0;0;14;40;8;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;67;13,3125;76;5,625;14,0625;36,25;1144;4,8125;3;25,5625;0;0;-45,875;906,125;-1080,375;1882;1;1;0;0;0;0;4;919;928;989;928;1841;2042;127;129;126;127;5;1338;1410;7,9375;4,3125;0;0;0;6;-1,25;-0,875;44,75;0;0;369;-11;1;100;-46;7
438;0;0;0;0;14;40;13;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;66;13;77;5,625;14,0625;36,25;1137;4,8125;3;25,5;0;0;-45,5;903,75;-1084,125;1851;1;1;0;0;0;0;4;932;939;1004;944;1812;2043;135;136;132;134;5;1324;1410;7,9375;4,3125;0;0;0;6;-1,375;-0,875;44,5;-0,125;0;368;7;1;100;-46;7
444;0;0;0;0;14;40;18;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;66;12,875;76;5,625;14,0625;35,3125;1145;4,8125;3;25,5;0;0;-45,75;903,3125;-1054,375;1820;1;1;0;0;0;0;4;945;949;1017;961;1784;2043;142;143;139;142;5;1310;1410;7,9375;4,3125;0;0;0;6;-1,25;-0,75;44,625;0;0;368;-9;1;100;-46;7
450;0;0;0;0;14;40;23;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;66;12,875;77;5,625;14;34,875;1148;4,8125;3;25,5;0;0;-45,8125;905,0625;-1050,4375;1790;1;1;0;0;0;0;4;954;958;1027;973;1756;2043;148;150;146;149;5;1295;1410;7,9375;4,3125;0;0;0;6;-1,125;-0,75;44,625;0;0;368;-4;1;100;-46;7
